"chckbox","CheckboxLabel","code","DateLoadedInDb","DBKey","Direction","FormDate","FormType","layer","LineKey","LineLengthAmount","Measure","PointLoc","PointNbr","PrimaryKey","ProjectKey","RecKey","ShowCheckbox","ShrubShape","source","SpacingIntervalAmount","SpacingType","DateVisited"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,6.5,13,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,7,14,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,7.5,15,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,8.5,17,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,9.5,19,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,10,20,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,10.5,21,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,11,22,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,11.5,23,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,12,24,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,13.5,27,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,14,28,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,14.5,29,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,15,30,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,15.5,31,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,16.5,33,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,17,34,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,17.5,35,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,18,36,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,20,40,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,20.5,41,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,21,42,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,21.5,43,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,22,44,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,22.5,45,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,23,46,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,23.5,47,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,24,48,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","CHVI8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,24.5,49,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower1","1904230855027581",25,1,25,50,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,1,2,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,1.5,3,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,2.5,5,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,4,8,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,10,20,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,10.5,21,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,11,22,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,13.5,27,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,14,28,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,14.5,29,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,15,30,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,15.5,31,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,17.5,35,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,18,36,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,23.5,47,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,24,48,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","WL",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,24.5,49,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower2","1904230855027581",25,1,25,50,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower3","1904230855027581",25,1,1.5,3,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","L",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","0","2019-04-22 18:00:00",NA,"Lower3","1904230855027581",25,1,24.5,49,"19042308550131962019-09-01","BLM_AIM","1904231010273278",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","DEPI",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,0.5,1,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","CHVI8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,2.5,5,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","CHVI8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,3,6,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,3.5,7,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","CHVI8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,4,8,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","DEPI",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,4.5,9,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
1,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,5,10,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","BRTE",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,5.5,11,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
1,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,6,12,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","DEPI",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,7,14,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,8,16,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,8.5,17,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
1,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,9,18,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","PLPA2",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,10,20,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","DEPI",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,10.5,21,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
1,"Dead","ARFI2",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,11,22,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,11.5,23,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","DEPI",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,12,24,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
1,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,13,26,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","DEPI",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,13.5,27,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","PLPA2",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,16,32,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","PLPA2",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,16.5,33,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,18.5,37,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,19,38,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","ARTRW8",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,19.5,39,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","CRCI2",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,21.5,43,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","ERNA10",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,23,46,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","BRTE",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,23.5,47,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","ERNA10",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,24.5,49,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
1,"Dead","ERNA10",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"TopCanopy","1904230855024189",25,1,25,50,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,0.5,1,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,1,2,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,1.5,3,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,2,4,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,2.5,5,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,3,6,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,3.5,7,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,4,8,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,4.5,9,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,5,10,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,"S","TerrADat",50,"cm","2019-04-22 18:00:00"
0,"Dead","S",NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","120","2019-04-22 18:00:00",NA,"SoilSurface","1904230855024189",25,1,5.5,11,"19042308550131962019-09-01","BLM_AIM","1904231046588345",1,NA,"TerrADat",50,"cm","2019-04-22 18:00:00"
