MLRA	"Ecological site ID"	"Ecological site legacy ID"	Synonym	Legacy	Date
003X	F003XD805OR	F003XD805OR	F006XY805OR	No	2020-08-31
003X	F003XD805OR	F003XD805OR	F006XY805OR	Yes	2020-08-31
003X	F003XD806OR	F003XD806OR	F006XY806OR	No	2020-08-31
003X	F003XD806OR	F003XD806OR	F006XY806OR	Yes	2020-08-31
004A	R004AB406OR	R004AB406OR	F004AB406OR	No	2020-05-27
004A	R004AB406OR	R004AB406OR	F004AB406OR	Yes	2020-05-27
004B	R004BC009CA	R004BC009CA	R004XC009CA	No	2021-05-11
004B	R004BC009CA	R004BC009CA	R004XC009CA	Yes	2021-05-11
004B	R004BC019CA	R004BC019CA	R004XC019CA	No	2021-05-11
004B	R004BC019CA	R004BC019CA	R004XC019CA	Yes	2021-05-11
004B	R004BC030CA	R004BC030CA	R004XC030CA	No	2021-05-11
004B	R004BC030CA	R004BC030CA	R004XC030CA	Yes	2021-05-11
004B	R004BY057CA	R004BY057CA	R004XB057CA	No	2021-05-11
004B	R004BY057CA	R004BY057CA	R004XB057CA	Yes	2021-05-11
004B	R004BY058CA	R004BY058CA	R004XB058CA	Yes	2021-05-11
004B	R004BY058CA	R004BY058CA	R004XB058CA	No	2021-05-11
004B	R004BY059CA	R004BY059CA	R004XB059CA	No	2021-05-11
004B	R004BY059CA	R004BY059CA	R004XB059CA	Yes	2021-05-11
004B	R004BY060CA	R004BY060CA	R004XB060CA	No	2021-05-11
004B	R004BY060CA	R004BY060CA	R004XB060CA	Yes	2021-05-11
004B	R004BY061CA	R004BY061CA	R004XB061CA	No	2021-05-11
004B	R004BY061CA	R004BY061CA	R004XB061CA	Yes	2021-05-11
004B	R004BY062CA	R004BY062CA	R004XB062CA	No	2021-05-11
004B	R004BY062CA	R004BY062CA	R004XB062CA	Yes	2021-05-11
004B	R004BY063CA	R004BY063CA	R004XB063CA	No	2021-05-11
004B	R004BY063CA	R004BY063CA	R004XB063CA	Yes	2021-05-11
004B	R004BY064CA	R004BY064CA	R004XB064CA	No	2021-05-11
004B	R004BY064CA	R004BY064CA	R004XB064CA	Yes	2021-05-11
004B	R004BY065CA	R004BY065CA	R004XB065CA	No	2021-05-11
004B	R004BY065CA	R004BY065CA	R004XB065CA	Yes	2021-05-11
004B	R004BY066CA	R004BY066CA	R004XB066CA	No	2021-05-11
004B	R004BY066CA	R004BY066CA	R004XB066CA	Yes	2021-05-11
004B	R004BY067CA	R004BY067CA	R004XB067CA	No	2021-05-11
004B	R004BY067CA	R004BY067CA	R004XB067CA	Yes	2021-05-11
004B	R004BY068CA	R004BY068CA	R004XB068CA	No	2021-05-11
004B	R004BY068CA	R004BY068CA	R004XB068CA	Yes	2021-05-11
004B	R004BY069CA	R004BY069CA	R004XB069CA	No	2021-05-11
004B	R004BY069CA	R004BY069CA	R004XB069CA	Yes	2021-05-11
005X	R005XZ016CA	R005XZ016CA	R005XY016CA	No	2020-11-11
005X	R005XZ016CA	R005XZ016CA	R005XY016CA	Yes	2020-11-11
006X	F006XA005WA	F006XA005WA	F006XA005OR	No	2020-10-16
006X	F006XA005WA	F006XA005WA	F006XA005OR	Yes	2020-10-16
006X	F006XA803OR	F006XA803OR	F006XY803OR	No	2020-08-26
006X	F006XA803OR	F006XA803OR	F006XY803OR	Yes	2020-08-26
006X	F006XA804OR	F006XA804OR	F006XY804OR	No	2020-08-26
006X	F006XA804OR	F006XA804OR	F006XY804OR	Yes	2020-08-26
006X	F006XB800OR	F006XB800OR	F006XY800OR	No	2020-08-26
006X	F006XB800OR	F006XB800OR	F006XY800OR	Yes	2020-08-26
006X	F006XB801OR	F006XB801OR	F006XY801OR	No	2020-08-26
006X	F006XB801OR	F006XB801OR	F006XY801OR	Yes	2020-08-26
006X	F006XB802OR	F006XB802OR	F006XY802OR	No	2020-08-26
006X	F006XB802OR	F006XB802OR	F006XY802OR	Yes	2020-08-26
006X	F006XE807OR	F006XE807OR	F006XY807OR	No	2020-08-26
006X	F006XE807OR	F006XE807OR	F006XY807OR	Yes	2020-08-26
006X	F006XY709OR	F006XY709OR	F006XY709OR	No	2022-08-03
006X	F006XY709OR	F006XY709OR	F006XY709OR	Yes	2022-08-03
006X	F006XY709OR	F006XY709OR	R006XY709OR	No	2022-08-03
006X	F006XY709OR	F006XY709OR	R006XY709OR	Yes	2022-08-03
006X	R006XY603WA	R006XY603WA	R006XY603WA	No	2022-07-25
006X	R006XY603WA	R006XY603WA	R006XY603WA	Yes	2022-07-25
006X	R006XY603WA	R006XY603WA	R006XZ603WA	No	2022-08-01
006X	R006XY603WA	R006XY603WA	R006XZ603WA	Yes	2022-08-01
007X	R007XY102WA	R007XY102WA	R007XY102WA	No	2022-07-25
007X	R007XY102WA	R007XY102WA	R007XY102WA	Yes	2022-07-25
007X	R007XY102WA	R007XY102WA	R007XY102VA	No	2023-10-27
007X	R007XY102WA	R007XY102WA	R007XY102VA	Yes	2023-10-27
008X	R008XY220OR	R008XY220OR	R008XY220OR	No	2022-07-25
008X	R008XY220OR	R008XY220OR	R008XY220OR	Yes	2022-07-25
008X	R008XY220OR	R008XY220OR	R008XX220OR	No	2022-08-01
008X	R008XY220OR	R008XY220OR	R008XX220OR	Yes	2022-08-01
009X	R009XA153WA	R009XA153WA	R009XY153WA	No	2020-10-07
009X	R009XA153WA	R009XA153WA	R009XY153WA	Yes	2020-10-07
009X	R009XA220WA	R009XA220WA	R009XY220WA	No	2020-10-07
009X	R009XA220WA	R009XA220WA	R009XY220WA	Yes	2020-10-07
009X	R009XY008OR	R009XY008OR	R009XY008OR	No	2022-07-25
009X	R009XY008OR	R009XY008OR	R009XY008OR	Yes	2022-07-25
009X	R009XY008OR	R009XY008OR	R009XX008OR	No	2022-07-29
009X	R009XY008OR	R009XY008OR	R009XX008OR	Yes	2022-07-29
010X	R010XA001ID	R010XA001ID	R010AY001ID	No	2020-12-22
010X	R010XA001ID	R010XA001ID	R010AY001ID	Yes	2020-12-22
010X	R010XA002ID	R010XA002ID	R010AY002ID	No	2020-12-17
010X	R010XA002ID	R010XA002ID	R010AY002ID	Yes	2020-12-17
010X	R010XA002ID	R010XA002ID	R010XA002ID	No	2022-04-22
010X	R010XA002ID	R010XA002ID	R010XA002ID	Yes	2022-04-22
010X	R010XA002ID	R010XA002ID	R002XA002ID	No	2022-05-05
010X	R010XA002ID	R010XA002ID	R002XA002ID	Yes	2022-05-05
010X	R010XA003ID	R010XA003ID	R010AY003ID	No	2020-12-17
010X	R010XA003ID	R010XA003ID	R010AY003ID	Yes	2020-12-17
010X	R010XA004ID	R010XA004ID	R010AY004ID	No	2020-12-17
010X	R010XA004ID	R010XA004ID	R010AY004ID	Yes	2020-12-17
010X	R010XA008ID	R010XA008ID	R010AY008ID	No	2020-12-17
010X	R010XA008ID	R010XA008ID	R010AY008ID	Yes	2020-12-17
010X	R010XA009ID	R010XA009ID	R010AY009ID	No	2020-12-17
010X	R010XA009ID	R010XA009ID	R010AY009ID	Yes	2020-12-17
010X	R010XA010ID	R010XA010ID	R010AY010ID	No	2020-12-17
010X	R010XA010ID	R010XA010ID	R010AY010ID	Yes	2020-12-17
010X	R010XA011ID	R010XA011ID	R010AY011ID	No	2020-12-17
010X	R010XA011ID	R010XA011ID	R010AY011ID	Yes	2020-12-17
010X	R010XA014ID	R010XA014ID	R010AY014ID	No	2020-12-17
010X	R010XA014ID	R010XA014ID	R010AY014ID	Yes	2020-12-17
010X	R010XA015ID	R010XA015ID	R010AY015ID	No	2020-12-17
010X	R010XA015ID	R010XA015ID	R010AY015ID	Yes	2020-12-17
010X	R010XA016ID	R010XA016ID	R010AY016ID	No	2020-12-22
010X	R010XA016ID	R010XA016ID	R010AY016ID	Yes	2020-12-22
010X	R010XA020ID	R010XA020ID	R010AY020ID	No	2020-12-17
010X	R010XA020ID	R010XA020ID	R010AY020ID	Yes	2020-12-17
010X	R010XA021ID	R010XA021ID	R010AY021ID	No	2020-12-17
010X	R010XA021ID	R010XA021ID	R010AY021ID	Yes	2020-12-17
010X	R010XA022ID	R010XA022ID	R010AY022ID	No	2020-12-17
010X	R010XA022ID	R010XA022ID	R010AY022ID	Yes	2020-12-17
010X	R010XA023ID	R010XA023ID	R010AY023ID	No	2020-12-22
010X	R010XA023ID	R010XA023ID	R010AY023ID	Yes	2020-12-22
010X	R010XA024ID	R010XA024ID	R010AY024ID	No	2020-12-22
010X	R010XA024ID	R010XA024ID	R010AY024ID	Yes	2020-12-22
010X	R010XA025ID	R010XA025ID	R010AY025ID	No	2020-12-22
010X	R010XA025ID	R010XA025ID	R010AY025ID	Yes	2020-12-22
010X	R010XA026ID	R010XA026ID	R010AY026ID	No	2020-12-22
010X	R010XA026ID	R010XA026ID	R010AY026ID	Yes	2020-12-22
010X	R010XA027ID	R010XA027ID	R010AY027ID	No	2020-12-22
010X	R010XA027ID	R010XA027ID	R010AY027ID	Yes	2020-12-22
010X	R010XA028ID	R010XA028ID	R010AY028ID	No	2020-12-22
010X	R010XA028ID	R010XA028ID	R010AY028ID	Yes	2020-12-22
010X	R010XA030ID	R010XA030ID	R010AY030ID	No	2020-12-22
010X	R010XA030ID	R010XA030ID	R010AY030ID	Yes	2020-12-22
010X	R010XA031ID	R010XA031ID	R010AY031ID	No	2020-12-22
010X	R010XA031ID	R010XA031ID	R010AY031ID	Yes	2020-12-22
010X	R010XA032ID	R010XA032ID	R010AY032ID	No	2020-12-22
010X	R010XA032ID	R010XA032ID	R010AY032ID	Yes	2020-12-22
010X	R010XA033ID	R010XA033ID	R010AY033ID	No	2020-12-22
010X	R010XA033ID	R010XA033ID	R010AY033ID	Yes	2020-12-22
010X	R010XA034ID	R010XA034ID	R010AY034ID	No	2020-12-22
010X	R010XA034ID	R010XA034ID	R010AY034ID	Yes	2020-12-22
010X	R010XA036ID	R010XA036ID	R010AY036ID	No	2020-12-22
010X	R010XA036ID	R010XA036ID	R010AY036ID	Yes	2020-12-22
010X	R010XA037ID	R010XA037ID	R010AY037ID	No	2020-12-22
010X	R010XA037ID	R010XA037ID	R010AY037ID	Yes	2020-12-22
010X	R010XA038ID	R010XA038ID	R010AY038ID	No	2020-12-22
010X	R010XA038ID	R010XA038ID	R010AY038ID	Yes	2020-12-22
010X	R010XA039ID	R010XA039ID	R010AY039ID	No	2020-12-22
010X	R010XA039ID	R010XA039ID	R010AY039ID	Yes	2020-12-22
010X	R010XA040ID	R010XA040ID	R010AY040ID	No	2020-12-22
010X	R010XA040ID	R010XA040ID	R010AY040ID	Yes	2020-12-22
010X	R010XA042ID	R010XA042ID	R010AY042ID	No	2020-12-22
010X	R010XA042ID	R010XA042ID	R010AY042ID	Yes	2020-12-22
010X	R010XA043ID	R010XA043ID	R010AY043ID	No	2020-12-22
010X	R010XA043ID	R010XA043ID	R010AY043ID	Yes	2020-12-22
010X	R010XA044ID	R010XA044ID	R010AY044ID	No	2020-12-22
010X	R010XA044ID	R010XA044ID	R010AY044ID	Yes	2020-12-22
010X	R010XA045ID	R010XA045ID	R010AY045ID	No	2020-12-22
010X	R010XA045ID	R010XA045ID	R010AY045ID	Yes	2020-12-22
010X	R010XA046ID	R010XA046ID	R010AY046ID	No	2020-12-22
010X	R010XA046ID	R010XA046ID	R010AY046ID	Yes	2020-12-22
010X	R010XA047ID	R010XA047ID	R010AY047ID	No	2020-12-22
010X	R010XA047ID	R010XA047ID	R010AY047ID	Yes	2020-12-22
010X	R010XA048ID	R010XA048ID	R010AY048ID	No	2020-12-22
010X	R010XA048ID	R010XA048ID	R010AY048ID	Yes	2020-12-22
010X	R010XA049ID	R010XA049ID	R010AY049ID	No	2020-12-22
010X	R010XA049ID	R010XA049ID	R010AY049ID	Yes	2020-12-22
010X	R010XA050ID	R010XA050ID	R010AY050ID	No	2020-12-22
010X	R010XA050ID	R010XA050ID	R010AY050ID	Yes	2020-12-22
010X	R010XY009OR	R010XY009OR	R009XY009OR	No	2022-07-29
010X	R010XY009OR	R010XY009OR	R009XY009OR	Yes	2022-07-29
010X	R010XY009OR	R010XY009OR	R010XY009OR	No	2022-07-29
010X	R010XY009OR	R010XY009OR	R010XY009OR	Yes	2022-07-29
011X	R011XA003ID	R011XA003ID	R011AY003ID	Yes	2018-12-11
011X	R011XA003ID	R011XA003ID	R011AY003ID	Yes	2020-04-06
011X	R011XA003ID	R011XA003ID	R011AY003ID	No	2022-07-28
011X	R011XA005ID	R011XA005ID	R011AY005ID	Yes	2018-12-11
011X	R011XA005ID	R011XA005ID	R011AY005ID	Yes	2020-04-06
011X	R011XA005ID	R011XA005ID	R011AY005ID	No	2022-07-28
011X	R011XA006ID	R011XA006ID	R011AY006ID	Yes	2018-12-11
011X	R011XA006ID	R011XA006ID	R011AY006ID	Yes	2020-04-06
011X	R011XA006ID	R011XA006ID	R011AY006ID	No	2022-07-28
011X	R011XA007ID	R011XA007ID	R011AY007ID	Yes	2018-12-11
011X	R011XA007ID	R011XA007ID	R011AY007ID	Yes	2020-04-06
011X	R011XA007ID	R011XA007ID	R011AY007ID	No	2022-07-28
011X	R011XA009ID	R011XA009ID	R011AY009ID	Yes	2018-12-11
011X	R011XA009ID	R011XA009ID	R011AY009ID	Yes	2020-04-06
011X	R011XA009ID	R011XA009ID	R011AY009ID	No	2022-07-28
011X	R011XA010ID	R011XA010ID	R011AY010ID	Yes	2018-12-11
011X	R011XA010ID	R011XA010ID	R011AY010ID	Yes	2020-04-06
011X	R011XA010ID	R011XA010ID	R011AY010ID	No	2022-07-28
011X	R011XA011ID	R011XA011ID	R011AY011ID	Yes	2018-12-11
011X	R011XA011ID	R011XA011ID	R011AY011ID	Yes	2020-04-06
011X	R011XA011ID	R011XA011ID	R011AY011ID	No	2022-07-28
011X	R011XA013ID	R011XA013ID	R011AY013ID	Yes	2018-12-11
011X	R011XA013ID	R011XA013ID	R011AY013ID	No	2021-10-07
011X	R011XA014ID	R011XA014ID	R011AY014ID	Yes	2018-12-11
011X	R011XA014ID	R011XA014ID	R011AY014ID	Yes	2020-04-06
011X	R011XA014ID	R011XA014ID	R011AY014ID	No	2022-07-28
011X	R011XA018ID	R011XA018ID	R011AY018ID	Yes	2018-12-11
011X	R011XA018ID	R011XA018ID	R011AY018ID	Yes	2020-04-06
011X	R011XA018ID	R011XA018ID	R011AY018ID	No	2022-07-28
011X	R011XB001ID	R011XB001ID	R011BY001ID	Yes	2018-12-11
011X	R011XB001ID	R011XB001ID	R011BY001ID	Yes	2020-04-06
011X	R011XB001ID	R011XB001ID	R011BY001ID	No	2021-10-07
011X	R011XB003ID	R011XB003ID	R011BY003ID	Yes	2018-12-11
011X	R011XB003ID	R011XB003ID	R011BY003ID	Yes	2020-04-06
011X	R011XB003ID	R011XB003ID	R011BY003ID	No	2022-07-28
011X	R011XB005ID	R011XB005ID	R011BY005ID	Yes	2018-12-11
011X	R011XB005ID	R011XB005ID	R011BY005ID	Yes	2020-04-06
011X	R011XB005ID	R011XB005ID	R011BY005ID	No	2022-07-28
011X	R011XB006ID	R011XB006ID	R011BY006ID	Yes	2018-12-11
011X	R011XB006ID	R011XB006ID	R011BY006ID	Yes	2020-04-06
011X	R011XB006ID	R011XB006ID	R011BY006ID	No	2022-07-28
011X	R011XB007ID	R011XB007ID	R011BY007ID	Yes	2018-12-11
011X	R011XB007ID	R011XB007ID	R011BY007ID	Yes	2020-04-06
011X	R011XB007ID	R011XB007ID	R011BY007ID	No	2022-07-28
011X	R011XB008ID	R011XB008ID	R011BY008ID	Yes	2018-12-11
011X	R011XB008ID	R011XB008ID	R011BY008ID	Yes	2020-04-06
011X	R011XB008ID	R011XB008ID	R011BY008ID	No	2022-07-28
011X	R011XB009ID	R011XB009ID	R011BY009ID	Yes	2018-12-11
011X	R011XB009ID	R011XB009ID	R011BY009ID	Yes	2020-04-06
011X	R011XB009ID	R011XB009ID	R011BY009ID	No	2022-07-28
011X	R011XB010ID	R011XB010ID	R011BY010ID	Yes	2018-12-11
011X	R011XB010ID	R011XB010ID	R011BY010ID	Yes	2020-04-06
011X	R011XB010ID	R011XB010ID	R011BY010ID	No	2022-07-28
011X	R011XB012ID	R011XB012ID	R011BY012ID	Yes	2018-12-11
011X	R011XB012ID	R011XB012ID	R011BY012ID	Yes	2020-04-06
011X	R011XB012ID	R011XB012ID	R011BY012ID	No	2022-07-28
011X	R011XB013ID	R011XB013ID	R011BY013ID	Yes	2018-12-11
011X	R011XB013ID	R011XB013ID	R011BY013ID	Yes	2020-04-06
011X	R011XB013ID	R011XB013ID	R011BY013ID	No	2022-07-28
011X	R011XB016ID	R011XB016ID	R011BY016ID	Yes	2018-12-11
011X	R011XB016ID	R011XB016ID	R011BY016ID	Yes	2020-04-06
011X	R011XB016ID	R011XB016ID	R011BY016ID	No	2022-07-28
011X	R011XB016ID	R011XB016ID	R011XB013ID	No	2022-07-28
011X	R011XB017ID	R011XB017ID	R011BY017ID	Yes	2018-12-11
011X	R011XB017ID	R011XB017ID	R011BY017ID	Yes	2020-04-06
011X	R011XB017ID	R011XB017ID	R011BY017ID	No	2022-07-28
011X	R011XB018ID	R011XB018ID	R011BY018ID	Yes	2018-12-11
011X	R011XB018ID	R011XB018ID	R011BY018ID	Yes	2020-04-06
011X	R011XB018ID	R011XB018ID	R011BY018ID	No	2022-07-28
011X	R011XB019ID	R011XB019ID	R011BY019ID	Yes	2018-12-11
011X	R011XB019ID	R011XB019ID	R011BY019ID	Yes	2020-04-06
011X	R011XB019ID	R011XB019ID	R011BY019ID	No	2022-07-28
011X	R011XB021ID	R011XB021ID	R011BY021ID	Yes	2018-12-11
011X	R011XB021ID	R011XB021ID	R011BY021ID	Yes	2020-04-06
011X	R011XB021ID	R011XB021ID	R011BY021ID	No	2022-07-28
011X	R011XB022ID	R011XB022ID	R011BY022ID	Yes	2018-12-11
011X	R011XB022ID	R011XB022ID	R011BY022ID	Yes	2020-04-06
011X	R011XB022ID	R011XB022ID	R011BY022ID	No	2022-07-28
011X	R011XB023ID	R011XB023ID	R011BY023ID	Yes	2018-12-11
011X	R011XB023ID	R011XB023ID	R011BY023ID	Yes	2020-04-06
011X	R011XB023ID	R011XB023ID	R011BY023ID	No	2022-07-28
011X	R011XB025ID	R011XB025ID	R011BY025ID	Yes	2018-12-11
011X	R011XB025ID	R011XB025ID	R011BY025ID	Yes	2020-04-06
011X	R011XB025ID	R011XB025ID	R011BY025ID	No	2022-07-28
011X	R011XB031ID	R011XB031ID	R011BY031ID	Yes	2018-12-11
011X	R011XB031ID	R011XB031ID	R011BY031ID	Yes	2020-04-06
011X	R011XB031ID	R011XB031ID	R011BY031ID	No	2022-07-28
011X	R011XB032ID	R011XB032ID	R011BY032ID	Yes	2018-12-11
011X	R011XB032ID	R011XB032ID	R011BY032ID	Yes	2020-04-06
011X	R011XB032ID	R011XB032ID	R011BY032ID	No	2022-07-28
011X	R011XY022ID	R011XY022ID	R011XY220ID	No	2022-07-28
011X	R011XY022ID	R011XY022ID	R011XY220ID	Yes	2022-07-28
011X	R011XY022ID	R011XY022ID	R011XY022OR	No	2022-07-28
011X	R011XY022ID	R011XY022ID	R011XY022OR	Yes	2022-07-28
012X	BX012X02B034	R012XB034ID	BX012X02B024	No	2021-02-26
012X	BX012X02B034	R012XB034ID	R012XB024ID	Yes	2021-02-26
012X	BX012X02C065	R012XC065ID	R012XB065ID	Yes	2022-03-03
012X	BX012X02G080	R012XG080ID	BX012X02G086	No	2020-01-15
012X	BX012X02G080	R012XG080ID	BX012X02G086	Yes	2020-01-15
012X	BX012X02G082	R012XG082ID	BX012X02C081	No	2020-01-13
012X	BX012X02G082	R012XG082ID	BX012X02C081	Yes	2020-01-13
012X	BX012X02G082	R012XG082ID	BX012X02G081	No	2020-01-15
012X	BX012X02G082	R012XG082ID	BX012X02G081	Yes	2020-01-15
012X	BX012X02G083	R012XG083ID	BX012X02G085	No	2020-01-15
012X	BX012X02G083	R012XG083ID	BX012X02G085	Yes	2020-01-15
012X	BX012X02G083	R012XG083ID	BX012X02G084	No	2020-01-15
012X	BX012X02G083	R012XG083ID	BX012X02G084	Yes	2020-01-15
012X	BX012X02G085	R012XG085ID	BX012X02C083	No	2020-01-13
012X	BX012X02G085	R012XG085ID	BX012X02C083	Yes	2020-01-13
012X	BX012X02G085	R012XG085ID	BX012X02G083	No	2020-01-15
012X	BX012X02G085	R012XG085ID	BX012X02G083	Yes	2020-01-15
012X	BX012X02G088	R012XG088ID	BX012X02G089	No	2020-01-15
012X	BX012X02G088	R012XG088ID	BX012X02G089	Yes	2020-01-15
012X	BX012X02G088	R012XG088ID	BX012X02G088	No	2020-01-15
012X	BX012X02G088	R012XG088ID	BX012X02G088	Yes	2020-01-15
012X	BX012X02G089	R012XG089ID	R012XC089ID	Yes	2022-03-21
013X	BX013X01B004	R013XA104WY	R013XA104WY	No	2019-08-06
013X	BX013X01B004	R013XA104WY	BX013X01B104	Yes	2020-01-30
013X	BX013X01B004	R013XA104WY	BX013X01B104	Yes	2020-01-30
013X	BX013X01B004	R013XA104WY	BX013X01B004	Yes	2020-03-19
013X	BX013X01B004	R013XA104WY	BX013X01B104	No	2020-03-19
013X	BX013X01B004	R013XA104WY	BX013X01B104	Yes	2020-03-19
013X	BX013X01B012	R013XA112WY	R013XA112WY	No	2019-08-06
013X	BX013X01B012	R013XA112WY	BX013X01B112	Yes	2020-01-30
013X	BX013X01B012	R013XA112WY	BX013X01B112	Yes	2020-01-30
013X	BX013X01B012	R013XA112WY	BX013X01B112	No	2020-03-19
013X	BX013X01B012	R013XA112WY	BX013X01B112	Yes	2020-03-19
013X	BX013X01B012	R013XA112WY	BX013X01B012	Yes	2020-03-19
013X	BX013X01B022	R013XA122WY	R013XA122WY	No	2020-01-30
013X	BX013X01B022	R013XA122WY	BX013X01B122	Yes	2020-03-04
013X	BX013X01B022	R013XA122WY	BX013X01B122	Yes	2020-03-04
013X	BX013X01B022	R013XA122WY	BX013X01B122	No	2020-03-04
013X	BX013X01B022	R013XA122WY	BX013X01B122	Yes	2020-03-04
013X	BX013X01B024	R013XA124WY	R013XA124WY	No	2020-03-19
013X	BX013X01B024	R013XA124WY	BX013X01B024	Yes	2020-03-19
013X	BX013X01B026	R013XA126WY	R013XA126WY	No	2020-03-19
013X	BX013X01B026	R013XA126WY	BX013X01B026	Yes	2020-03-19
013X	BX013X01B030	R013XA130WY	BX013X01B030	Yes	2020-03-19
013X	BX013X01B030	R013XA130WY	R013XA130WY	No	2020-03-19
013X	BX013X01B050	R013XA150WY	R013XA150WY	No	2020-03-19
013X	BX013X01B062	R013XA162WY	R013XA162WY	No	2020-03-19
013X	BX013X01B063	R013XA163WY	R013XA163WY	No	2020-03-19
013X	BX013X01B142	R013XA142WY	R013XA142WY	No	2021-02-10
013X	BX013X01B144	R013XA044WY	R013XA144WY	No	2021-02-10
013X	BX013X01B144	R013XA044WY	R013XA144WY	Yes	2021-02-10
013X	BX013X01B166	R013XA166WY	R013XA166WY	No	2021-02-10
013X	BX013X01B174	R013XA174WY	R013XA174WY	No	2021-02-10
013X	BX013X01G178	R013XA178WY	R013XA178WY	No	2021-02-10
013X	F013XP609ID	F013XP609ID	F013XP609ID	No	2022-07-26
013X	F013XP609ID	F013XP609ID	F013XP609ID	Yes	2022-07-26
013X	F013XP609ID	F013XP609ID	R013XP609ID	No	2022-07-26
013X	F013XP609ID	F013XP609ID	R013XP609ID	Yes	2022-07-26
013X	R013XY039ID	R013XY039ID	R013XY039ID	No	2022-07-28
013X	R013XY039ID	R013XY039ID	R013XY039ID	Yes	2022-07-28
013X	R013XY039ID	R013XY039ID	R013XY039MT	No	2023-11-27
013X	R013XY039ID	R013XY039ID	R013XY039MT	Yes	2023-11-27
014X	F014XG925CA	F014XG925CA	R014XG925CA	No	2020-08-10
014X	F014XG925CA	F014XG925CA	R014XG925CA	Yes	2020-08-10
018X	CX018XA203	F018XA203CA	F018XA203CA	No	2019-05-01
018X	F018XA201CA	F018XA201CA	F018XA201CA	No	2019-05-01
018X	F018XA201CA	F018XA201CA	CX018XA201	No	2022-06-16
018X	F018XA202CA	F018XA202CA	F018XA202CA	No	2019-05-01
018X	F018XA202CA	F018XA202CA	CX018XA202	No	2022-06-16
018X	F018XC201CA	F018XC201CA	F018XC201CA	No	2019-04-02
018X	F018XC201CA	F018XC201CA	CX018XC201	No	2022-06-16
018X	F018XC203CA	F018XC203CA	F018XJ102CA	Yes	2018-12-20
018X	F018XC203CA	F018XC203CA	F018XJ102CA	No	2019-04-02
018X	F018XC203CA	F018XC203CA	CX018XC203	No	2022-06-16
018X	F018XI200CA	F018XI200CA	F018XI200CA	No	2019-05-01
018X	F018XI200CA	F018XI200CA	CX018XI200	No	2022-06-16
018X	F018XI201CA	F018XI201CA	F018XI201CA	No	2019-05-01
018X	F018XI201CA	F018XI201CA	CX018XI201	No	2022-06-16
018X	F018XI202CA	F018XI202CA	F018XC202CA	No	2019-03-22
018X	F018XI202CA	F018XI202CA	F018XC202CA	Yes	2019-03-22
018X	F018XI202CA	F018XI202CA	CX018XI202	No	2022-06-16
018X	F018XI204CA	F018XI204CA	F018XI204CA	No	2019-05-01
018X	F018XI204CA	F018XI204CA	CX018XI204	No	2022-06-16
018X	F018XI205CA	F018XI205CA	F018XI205CA	No	2019-05-01
018X	F018XI205CA	F018XI205CA	CX018XI205	No	2022-06-16
018X	F018XI206CA	F018XI206CA	F018XI206CA	No	2019-05-01
018X	F018XI206CA	F018XI206CA	CX018XI206	No	2022-06-16
018X	F018XI207CA	F018XI207CA	F018XI207CA	No	2019-05-01
018X	F018XI207CA	F018XI207CA	CX018XI207	No	2022-06-16
018X	F018XI208CA	F018XI208CA	F018XI208CA	No	2019-05-01
018X	F018XI208CA	F018XI208CA	CX018XI208	No	2022-06-16
019X	F019XD044CA	F019XD044CA	F020XD044CA	No	2022-05-23
019X	F019XD044CA	F019XD044CA	F020XD044CA	Yes	2022-05-23
019X	F019XI200CA	F019XI200CA	F020XI200CA	No	2022-05-23
019X	F019XI200CA	F019XI200CA	F020XI200CA	Yes	2022-05-23
019X	F019XI201CA	F019XI201CA	F020XI201CA	No	2022-05-23
019X	F019XI201CA	F019XI201CA	F020XI201CA	Yes	2022-05-23
019X	F019XI202CA	F019XI202CA	F020XI202CA	No	2022-05-23
019X	F019XI202CA	F019XI202CA	F020XI202CA	Yes	2022-05-23
019X	F019XI203CA	F019XI203CA	F020XI203CA	No	2022-05-23
019X	F019XI203CA	F019XI203CA	F020XI203CA	Yes	2022-05-23
019X	F019XI204CA	F019XI204CA	F020XI204CA	No	2022-05-23
019X	F019XI204CA	F019XI204CA	F020XI204CA	Yes	2022-05-23
019X	F019XI205CA	F019XI205CA	F020XI205CA	No	2022-05-23
019X	F019XI205CA	F019XI205CA	F020XI205CA	Yes	2022-05-23
019X	F019XY001CA	F019XY001CA	F020XY001CA	No	2022-05-23
019X	F019XY001CA	F019XY001CA	F020XY001CA	Yes	2022-05-23
019X	R019XD010CA	R019XD010CA	R020XD010CA	No	2022-05-23
019X	R019XD010CA	R019XD010CA	R020XD010CA	Yes	2022-05-23
019X	R019XD012CA	R019XD012CA	R020XD012CA	No	2022-05-23
019X	R019XD012CA	R019XD012CA	R020XD012CA	Yes	2022-05-23
019X	R019XD026CA	R019XD026CA	R020XD026CA	No	2022-05-23
019X	R019XD026CA	R019XD026CA	R020XD026CA	Yes	2022-05-23
019X	R019XD027CA	R019XD027CA	R020XD027CA	No	2022-05-23
019X	R019XD027CA	R019XD027CA	R020XD027CA	Yes	2022-05-23
019X	R019XD028CA	R019XD028CA	R020XD028CA	No	2022-05-23
019X	R019XD028CA	R019XD028CA	R020XD028CA	Yes	2022-05-23
019X	R019XD030CA	R019XD030CA	R020XD030CA	No	2022-05-23
019X	R019XD030CA	R019XD030CA	R020XD030CA	Yes	2022-05-23
